Year,Month,Name,ProductCount
2014,3,"Half-Finger Gloves, S",1
2013,5,"HL Mountain Frame - Black, 38",5
2012,7,"Road-650 Red, 48",1
2013,8,"Classic Vest, S",1
2014,5,Bike Wash - Dissolver,1
2014,6,Fender Set - Mountain,1
2013,2,HL Mountain Handlebars,10
2014,4,LL Road Tire,3
2014,2,"Mountain-400-W Silver, 38",1
2014,6,Patch Kit/8 Patches,8
2014,4,"Road-350-W Yellow, 48",1
2012,3,"Road-150 Red, 48",2
2013,2,"Road-250 Red, 58",1
2013,10,Hydration Pack - 70 oz.,4
2014,3,"Long-Sleeve Logo Jersey, S",1
2011,12,"Road-150 Red, 44",1
2013,8,"Touring-1000 Blue, 60",16
2013,10,"Mountain-200 Silver, 46",1
2014,6,All-Purpose Bike Stand,2
2013,11,Road Tire Tube,10
2013,8,LL Mountain Tire,1
2013,7,"ML Mountain Frame-W - Silver, 40",30
2013,10,"HL Touring Frame - Blue, 46",8
2013,8,"Touring-2000 Blue, 60",1
2013,6,Mountain Bottle Cage,2
2013,11,"Sport-100 Helmet, Red",8
2014,3,"Touring-3000 Yellow, 50",1
2013,12,"Road-750 Black, 48",1
2013,11,"Touring-1000 Blue, 50",1
2013,8,AWC Logo Cap,8
2013,6,"Touring-1000 Blue, 60",1
2014,1,Bike Wash - Dissolver,4
2014,3,Fender Set - Mountain,6
2013,2,HL Headset,5
2014,5,Patch Kit/8 Patches,7
2014,4,"Road-550-W Yellow, 38",2
2013,12,"Racing Socks, L",33
2013,12,"Women's Mountain Shorts, L",2
2013,11,Mountain Tire Tube,8
2011,8,"Road-150 Red, 56",2
2013,10,"Road-550-W Yellow, 44",1
2013,6,"Short-Sleeve Classic Jersey, M",1
2013,8,Road Tire Tube,3
2013,10,"Road-350-W Yellow, 40",3
2013,11,Touring Tire,3
2014,2,"Short-Sleeve Classic Jersey, L",1
2013,10,HL Road Tire,3
2014,4,"Long-Sleeve Logo Jersey, XL",2
2011,7,"Road-150 Red, 52",1
2014,5,Water Bottle - 30 oz.,13
2014,1,ML Road Tire,1
2012,11,"Road-550-W Yellow, 38",1
2014,5,All-Purpose Bike Stand,2
2014,3,"Touring-1000 Yellow, 46",1
2011,12,"Mountain-100 Silver, 38",9
2013,4,"Road-550-W Yellow, 44",1
2014,4,"Long-Sleeve Logo Jersey, L",2
2013,9,"Road-550-W Yellow, 48",1
2012,11,"Road-250 Red, 58",1
2012,6,"Road-250 Black, 44",1
2014,4,HL Road Tire,1
2013,6,"Sport-100 Helmet, Black",3
2013,5,"Mountain-200 Black, 46",13
2013,12,"Road-250 Black, 44",1
2014,1,ML Mountain Tire,2
2013,12,"Road-750 Black, 48",1
2013,6,"Mountain-500 Silver, 48",20
2013,3,"Half-Finger Gloves, S",14
2012,6,"Mountain-200 Silver, 38",1
2013,7,LL Road Tire,2
2014,6,"Women's Mountain Shorts, L",1
2012,7,"Road-650 Black, 48",14
2011,10,"LL Road Frame - Black, 52",17
2012,1,"Mountain-100 Black, 48",1
2013,11,HL Mountain Tire,2
2013,6,HL Mountain Pedal,36
2012,11,"Mountain-200 Black, 38",1
2013,12,Mountain Tire Tube,17
2013,12,"Mountain-200 Silver, 42",2
2014,3,"Short-Sleeve Classic Jersey, S",2
2014,4,"Mountain-500 Black, 48",1
2012,12,"Road-650 Black, 52",39
2014,6,Hydration Pack - 70 oz.,1
2014,1,LL Mountain Tire,4
2013,7,ML Mountain Tire,1
2013,10,"Road-750 Black, 52",4
2014,5,"LL Mountain Frame - Silver, 52",16
2014,3,"Women's Mountain Shorts, M",2
2014,1,"Racing Socks, M",2
2012,3,"LL Road Frame - Black, 44",2
2011,10,"Mountain-100 Silver, 44",17
2014,2,"Mountain-200 Black, 42",4
2014,5,"Touring-3000 Yellow, 62",1
2013,9,"Touring-3000 Yellow, 50",17
2012,2,"Road-150 Red, 48",1
2012,1,"Road-150 Red, 52",1
2013,10,"Long-Sleeve Logo Jersey, L",2
2014,2,Road Bottle Cage,5
2014,3,HL Road Pedal,22
2014,5,"Touring-1000 Blue, 50",1
2013,12,"Sport-100 Helmet, Black",7
2013,12,"Long-Sleeve Logo Jersey, S",2
2013,6,Water Bottle - 30 oz.,2
2014,5,Mountain Bottle Cage,6
2013,11,Patch Kit/8 Patches,6
2014,2,AWC Logo Cap,5
2013,9,"Half-Finger Gloves, S",3
2014,2,"Women's Mountain Shorts, S",1
2014,2,"Mountain-500 Black, 40",1
2013,8,"Classic Vest, M",1
2012,4,"Road-650 Red, 52",1
2012,11,"Road-250 Red, 48",1
2014,5,Touring Tire,2
2013,2,"Mountain-200 Black, 42",2
2013,10,Touring Tire Tube,4
2014,6,"Sport-100 Helmet, Black",3
2013,10,"Long-Sleeve Logo Jersey, XL",2
2014,4,"Mountain-200 Black, 38",2
2013,1,"Road-250 Red, 44",1
2013,7,ML Road Tire,5
2013,10,"Mountain-400-W Silver, 38",1
2012,1,"Long-Sleeve Logo Jersey, M",13
2012,11,"Sport-100 Helmet, Red",13
2013,8,"Long-Sleeve Logo Jersey, M",1
2013,11,"Sport-100 Helmet, Blue",9
2013,7,"Mountain-200 Silver, 46",1
2013,7,"Classic Vest, S",51
2014,4,Hitch Rack - 4-Bike,1
2013,9,"Short-Sleeve Classic Jersey, L",1
2014,5,Mountain Tire Tube,8
2014,3,"Road-350-W Yellow, 48",1
2013,7,"Mountain-200 Silver, 42",19
2013,11,"Short-Sleeve Classic Jersey, M",4
2014,1,Hydration Pack - 70 oz.,3
2014,4,"Short-Sleeve Classic Jersey, S",1
2014,4,"Mountain-500 Black, 48",1
2012,9,"Road-550-W Yellow, 44",1
2013,7,"Road-750 Black, 58",1
2012,2,"Road-150 Red, 56",1
2014,4,"Road-550-W Yellow, 44",1
2014,2,Road Tire Tube,11
2013,8,ML Mountain Tire,2
2013,12,LL Road Tire,4
2013,3,"HL Mountain Frame - Black, 42",23
2012,12,"Mountain-200 Black, 46",2
2013,6,"Sport-100 Helmet, Red",2
2013,11,"Long-Sleeve Logo Jersey, L",1
2012,6,"Road-250 Black, 44",1
2014,3,"Half-Finger Gloves, S",2
2013,11,"Half-Finger Gloves, L",3
2013,2,"Road-250 Red, 52",1
2013,5,"Road-250 Black, 48",1
2014,6,ML Road Tire,1
2014,5,"Touring-1000 Blue, 50",2
2013,9,"Touring-2000 Blue, 54",1
2013,11,Touring Tire Tube,2
2013,12,"Touring-1000 Blue, 60",1
2011,6,"Road-650 Black, 52",1
2013,4,"Road-550-W Yellow, 42",1
2011,12,"Mountain-100 Silver, 38",1
2012,9,"Road-650 Red, 44",37
2014,5,Touring Tire,5
2014,4,"Road-750 Black, 52",3
2014,3,Road Bottle Cage,8
2014,4,"Sport-100 Helmet, Blue",6
2014,2,"Half-Finger Gloves, M",1
2013,10,"Short-Sleeve Classic Jersey, XL",2
2013,7,Bike Wash - Dissolver,1
2014,2,"Mountain-500 Silver, 44",1
2013,3,"Road-650 Black, 44",28
2013,3,"Road-250 Black, 52",24
2013,11,Mountain Bottle Cage,8
2014,3,"Road-550-W Yellow, 48",1
2014,5,HL Mountain Tire,7
2014,1,LL Mountain Tire,4
2013,8,"Touring-2000 Blue, 60",1
2014,2,"Road-550-W Yellow, 40",2
2014,3,"Road-550-W Yellow, 42",1
2014,5,"Half-Finger Gloves, L",2
2014,5,"Touring-2000 Blue, 60",1
2013,11,Mountain Bottle Cage,10
2014,4,"Road-550-W Yellow, 38",1
2013,11,"Mountain-400-W Silver, 38",1
2013,5,"Road-250 Black, 44",2
2013,9,"Road-250 Black, 52",1
2014,5,"Classic Vest, L",3
2014,6,Water Bottle - 30 oz.,8
2014,5,Touring Tire Tube,2
2013,9,Fender Set - Mountain,4
2013,6,"Sport-100 Helmet, Black",1
2014,3,"Short-Sleeve Classic Jersey, L",1
2013,7,LL Mountain Tire,3
2013,8,"Road-550-W Yellow, 48",2
2013,9,Road Bottle Cage,1
2014,5,Patch Kit/8 Patches,17
2013,7,Hydration Pack - 70 oz.,4
2013,10,"Short-Sleeve Classic Jersey, S",2
2014,4,"Road-750 Black, 44",2
2013,5,"Road-250 Black, 48",1
2013,8,Road Tire Tube,3
2014,1,"Touring-1000 Yellow, 60",32
2013,8,"Road-250 Black, 58",2
2013,12,Water Bottle - 30 oz.,40
2014,3,"Long-Sleeve Logo Jersey, XL",15
2011,11,"Road-150 Red, 44",2
2014,2,"Classic Vest, M",1
2014,5,All-Purpose Bike Stand,1
2013,11,HL Mountain Tire,5
2013,6,"Road-750 Black, 48",1
2014,1,ML Road Tire,3
2013,9,"Touring-2000 Blue, 46",1
2014,3,"Touring-2000 Blue, 54",1
2013,11,"Road-350-W Yellow, 44",1
2013,2,"Road-650 Red, 62",21
2012,12,"Mountain-200 Silver, 38",1
2013,6,Hydration Pack - 70 oz.,1
2013,11,"Racing Socks, L",19
2013,11,"Touring-1000 Blue, 46",1
2013,9,"Road-350-W Yellow, 48",1
2013,8,"Mountain-200 Black, 42",2
2013,11,ML Mountain Handlebars,11
2013,12,"Touring-2000 Blue, 60",1
2013,11,"Mountain-200 Black, 46",1
2013,10,"Road-550-W Yellow, 42",1
2014,5,"Sport-100 Helmet, Red",6
2014,4,"Mountain-200 Silver, 38",1
2012,11,"Road-250 Black, 48",1
2013,7,Bike Wash - Dissolver,53
2012,1,"Road-150 Red, 62",1
2014,3,"Women's Mountain Shorts, M",2
2014,5,Hydration Pack - 70 oz.,1
2011,9,"Road-150 Red, 56",3
2013,7,"Short-Sleeve Classic Jersey, M",2
2013,12,ML Mountain Handlebars,18
2013,10,Touring Tire,3
2013,12,LL Mountain Tire,1
2014,1,"Racing Socks, M",1
2013,8,"Road-750 Black, 58",1
2014,5,"Long-Sleeve Logo Jersey, XL",1
2013,12,HL Mountain Tire,3
2014,2,ML Road Tire,3
2012,2,"Mountain-100 Black, 44",1
2011,12,"Mountain-100 Black, 48",1
2014,6,LL Road Tire,1
2013,7,"Long-Sleeve Logo Jersey, M",3
2013,9,Road Bottle Cage,5
2014,3,AWC Logo Cap,1
2012,10,"Road-650 Red, 52",1
2013,11,Water Bottle - 30 oz.,9
2014,1,Mountain Bottle Cage,8
2014,4,"Mountain-400-W Silver, 46",1
2013,10,LL Bottom Bracket,26
2012,10,"Road-250 Red, 58",2
2013,1,"Mountain-200 Silver, 38",2
2013,7,"Sport-100 Helmet, Black",4
2014,5,"Long-Sleeve Logo Jersey, S",2
2013,10,"Long-Sleeve Logo Jersey, L",1
2013,9,AWC Logo Cap,2
2013,8,"Half-Finger Gloves, M",2
2013,5,HL Mountain Pedal,15
2013,11,"Mountain-200 Black, 38",2
2013,8,"Touring-3000 Yellow, 50",10
2013,12,Mountain Bottle Cage,7
2013,11,Hydration Pack - 70 oz.,2
2013,6,Touring Tire Tube,1
2013,10,"Half-Finger Gloves, S",2
2013,6,LL Road Tire,2
2014,1,"Sport-100 Helmet, Black",4
2013,10,"Road-250 Red, 58",1
2014,5,"Road-350-W Yellow, 44",2
2013,11,"Mountain-400-W Silver, 42",1
2014,1,"Road-550-W Yellow, 40",1
2013,8,"Mountain-500 Silver, 42",1
2014,5,"Mountain-200 Black, 46",3
2013,4,"Long-Sleeve Logo Jersey, XL",18
2011,10,"Mountain-100 Silver, 38",14
2013,8,"Mountain-200 Black, 42",2
2013,12,Bike Wash - Dissolver,2
2014,5,HL Road Tire,2
2013,11,"Touring-1000 Blue, 54",1
2014,1,"Road-350-W Yellow, 42",1
2012,9,"Road-650 Red, 62",1
2012,7,"Road-250 Black, 44",1
2013,12,"Long-Sleeve Logo Jersey, M",3
2013,7,"Touring-3000 Yellow, 58",1
2013,10,All-Purpose Bike Stand,1
2013,11,Touring Tire Tube,5
2014,1,"Mountain-200 Black, 42",1
2013,1,"Road-250 Black, 44",1
2012,10,"Women's Tights, L",36
2014,3,Fender Set - Mountain,2
2014,3,"Touring-3000 Blue, 54",1
2012,4,"LL Road Frame - Black, 44",2
2014,2,"Short-Sleeve Classic Jersey, L",1
2012,11,"Mountain-200 Black, 46",1
2014,5,Patch Kit/8 Patches,13
2012,10,"Sport-100 Helmet, Red",23
2013,6,"Classic Vest, S",56
2014,1,Road Tire Tube,7
2014,6,Bike Wash - Dissolver,1
2013,11,"Road-350-W Yellow, 40",1
2014,5,"Mountain-500 Black, 48",1
2014,1,"Mountain-200 Silver, 46",1
2013,11,Mountain Tire Tube,8
2014,2,"Half-Finger Gloves, M",4
2013,12,LL Mountain Tire,2
2012,3,"HL Mountain Frame - Silver, 42",3
2014,2,"Road-250 Black, 58",1
2014,4,"Long-Sleeve Logo Jersey, XL",2
2013,5,"Mountain-200 Black, 38",1
2013,11,"Half-Finger Gloves, L",1
2011,10,"Road-150 Red, 44",11
2013,2,"Road-250 Red, 44",1
2013,8,ML Road Tire,1
2013,4,"Road-250 Black, 48",17
2012,8,ML Mountain Rear Wheel,14
2013,9,"Mountain-400-W Silver, 38",1
2013,11,"Mountain-200 Black, 46",2
2014,1,"Road-550-W Yellow, 40",1
2014,5,Water Bottle - 30 oz.,14
2012,4,"Road-150 Red, 44",1
2012,2,"Road-650 Black, 60",11
2013,10,"Road-550-W Yellow, 48",1
2012,6,"LL Road Frame - Red, 48",28
2014,5,Touring Tire Tube,5
2014,5,"Road-550-W Yellow, 44",2
2013,12,"Classic Vest, L",2
2014,1,"Women's Mountain Shorts, S",1
2013,7,"Touring-3000 Blue, 50",1
2013,11,"Mountain-200 Silver, 38",3
2013,6,Mountain Bottle Cage,3
2014,6,"Women's Mountain Shorts, L",1
2014,1,ML Mountain Tire,2
2012,8,"ML Road Frame-W - Yellow, 48",12
2014,6,HL Mountain Tire,2
2013,9,"Road-750 Black, 52",1
2013,4,"Road-650 Red, 52",1
2012,8,"Road-650 Black, 62",1
2013,6,Water Bottle - 30 oz.,1
2014,6,Bike Wash - Dissolver,3
2013,3,"Road-250 Red, 52",1
2013,11,"Road-550-W Yellow, 38",2
2011,6,"Road-150 Red, 52",1
2014,5,"Sport-100 Helmet, Red",4
2014,5,"Half-Finger Gloves, L",3
2013,8,"Mountain-500 Silver, 52",1
2013,10,"Sport-100 Helmet, Blue",7
2012,11,"Mountain-200 Black, 38",1
2014,5,"Mountain-200 Black, 46",1
2011,10,"Road-150 Red, 44",5
2011,7,"Mountain-100 Black, 42",2
2014,4,Touring Tire,3
2013,7,LL Mountain Tire,3
2014,3,"Classic Vest, M",1
2013,12,Hydration Pack - 70 oz.,1
2014,3,"Half-Finger Gloves, M",2
2012,2,"Road-150 Red, 48",1
2013,11,Patch Kit/8 Patches,10
2014,1,"Road-750 Black, 58",1
2013,2,"Road-250 Black, 52",1
2014,1,"Mountain-500 Silver, 52",1
2013,8,"Road-550-W Yellow, 40",1
2014,6,"Short-Sleeve Classic Jersey, M",1
2013,11,HL Road Tire,1
2013,4,"Road-650 Red, 60",1
2013,10,"Long-Sleeve Logo Jersey, XL",1
2011,8,"Road-150 Red, 48",1
2014,2,"Mountain-200 Silver, 42",2
2012,7,HL Mountain Rear Wheel,26
2013,10,"Touring-2000 Blue, 46",1
2013,11,"Road-350-W Yellow, 44",1
2013,7,Road Tire Tube,6
2013,3,AWC Logo Cap,53
2012,11,"Road-250 Black, 48",1
2014,1,"Touring-3000 Yellow, 58",1
2014,4,"Short-Sleeve Classic Jersey, XL",2
2013,11,LL Road Tire,1
2013,2,"Road-650 Black, 62",1
2012,11,LL Mountain Front Wheel,6
2012,3,"Road-150 Red, 56",1
2013,11,"Mountain-200 Black, 46",3
2014,1,"Mountain-200 Black, 42",1
2012,6,"Women's Tights, S",53
2013,10,Mountain Tire Tube,5
2014,1,"Mountain-400-W Silver, 40",1
2012,8,"Road-650 Red, 44",26
2014,4,"Mountain-200 Black, 38",2
2013,12,"Classic Vest, S",1
2013,9,ML Mountain Tire,1
2013,12,"Road-350-W Yellow, 40",2
2012,10,"Road-250 Red, 58",2
2013,7,"Sport-100 Helmet, Black",14
2013,1,"Road-550-W Yellow, 40",3
2013,11,"Short-Sleeve Classic Jersey, S",1
2013,8,"Touring-2000 Blue, 60",2
2011,9,"Road-150 Red, 56",1
2013,8,"Short-Sleeve Classic Jersey, L",27
2013,8,ML Mountain Tire,3
2014,4,"Mountain-500 Black, 40",1
2013,5,"Road-650 Red, 48",1
2014,5,"Long-Sleeve Logo Jersey, S",1
2011,7,"Road-150 Red, 62",1
2013,7,"Women's Mountain Shorts, L",1
2013,11,Water Bottle - 30 oz.,39
2014,3,"Road-750 Black, 52",2
2014,4,All-Purpose Bike Stand,1
2014,6,Mountain Bottle Cage,3
2014,3,"ML Road Frame-W - Yellow, 44",26
2013,11,"Sport-100 Helmet, Red",10
2014,3,AWC Logo Cap,7
2014,4,Mountain Tire Tube,5
2013,12,"Women's Mountain Shorts, L",1
2013,10,"Short-Sleeve Classic Jersey, XL",51
2013,6,LL Road Tire,3
2014,4,"Sport-100 Helmet, Blue",5
2013,9,AWC Logo Cap,6
2013,8,Fender Set - Mountain,6
2013,11,"Mountain-400-W Silver, 42",1
2014,5,"Mountain-200 Silver, 38",2
2013,10,Front Brakes,35
2013,10,"Sport-100 Helmet, Red",9
2013,11,Mountain Tire Tube,6
2013,5,"Mountain-200 Black, 46",1
2013,12,"Road-250 Black, 44",1
2013,6,Bike Wash - Dissolver,58
2014,4,"Touring-3000 Yellow, 62",1
2014,3,Road Bottle Cage,8
2013,8,"Touring-3000 Yellow, 50",1
2013,12,"Short-Sleeve Classic Jersey, M",1
2014,5,"Touring-1000 Yellow, 50",1
2013,7,"Touring-3000 Yellow, 44",1
2013,12,HL Mountain Tire,3
2013,7,"Road-750 Black, 48",2
2013,5,"Road-550-W Yellow, 38",1
2014,1,"Sport-100 Helmet, Black",5
2013,3,"Road-250 Black, 52",2
2013,12,Mountain Bottle Cage,4
2013,8,"Mountain-200 Silver, 42",3
2014,3,"Road-550-W Yellow, 48",3
2012,7,"Sport-100 Helmet, Black",36
2012,5,"Road-150 Red, 52",1
2011,10,"Road-650 Black, 62",1
2011,7,"Mountain-100 Silver, 48",1
2014,4,HL Mountain Tire,4
2013,11,"Touring-2000 Blue, 46",1
2013,11,"Road-750 Black, 52",2
2011,6,"Road-150 Red, 62",1
2014,5,"Road-550-W Yellow, 44",1
2013,11,"Half-Finger Gloves, L",1
2014,4,Road Tire Tube,10
2013,9,"Touring-3000 Blue, 58",1
2013,1,"Mountain-200 Black, 42",1
2013,10,Water Bottle - 30 oz.,8
2014,1,"Touring-1000 Blue, 46",2
2013,8,Hydration Pack - 70 oz.,3
2013,11,"Short-Sleeve Classic Jersey, S",1
2013,7,"Long-Sleeve Logo Jersey, S",1
2014,1,"Classic Vest, M",1
2013,12,"Road-250 Red, 58",1
2013,9,"Half-Finger Gloves, M",1
2013,9,Touring Tire Tube,8
2011,12,"Road-150 Red, 48",1
2014,4,"Mountain-200 Black, 46",3
2012,10,"Men's Bib-Shorts, M",24
2014,1,Road Bottle Cage,6
2014,2,"Sport-100 Helmet, Black",4
2013,11,"Half-Finger Gloves, S",3
2013,11,LL Mountain Tire,2
2013,9,"Touring-3000 Blue, 54",1
2011,7,"Road-150 Red, 48",1
2012,7,"Road-250 Red, 48",1
2013,4,"Road-250 Black, 44",1
2013,10,"Touring-1000 Yellow, 50",1
2013,6,LL Mountain Tire,1
2013,8,"Short-Sleeve Classic Jersey, XL",2
2013,6,"Road-750 Black, 58",1
2014,6,AWC Logo Cap,4
2013,5,HL Bottom Bracket,15
2013,10,"Road-250 Black, 58",2
2014,1,Mountain Bottle Cage,4
2014,1,Mountain Tire Tube,14
2013,11,"Road-750 Black, 44",1
2012,12,"Mountain-200 Silver, 46",1
2013,10,Patch Kit/8 Patches,5
2014,2,Hitch Rack - 4-Bike,1
2012,12,"Mountain-300 Black, 40",22
2013,1,"Road-250 Black, 48",1
2013,5,"Road-250 Black, 58",1
2014,3,"Half-Finger Gloves, M",2
2013,7,Hydration Pack - 70 oz.,3
2014,5,"Road-550-W Yellow, 42",1
2013,5,"HL Road Frame - Red, 48",8
2012,6,"Mountain-200 Silver, 46",1
2013,7,Road Bottle Cage,3
2013,12,"Mountain-500 Black, 40",1
2014,3,"Sport-100 Helmet, Blue",4
2014,5,"Mountain-200 Silver, 46",1
2013,10,"Mountain-200 Black, 46",1
2014,4,"Half-Finger Gloves, S",3
2013,12,"Half-Finger Gloves, L",2
2014,3,Touring Tire Tube,3
2014,5,"Racing Socks, L",32
2013,1,"Road-650 Black, 58",2
2011,9,"Mountain-100 Black, 44",1
2013,9,"Women's Mountain Shorts, S",2
2013,8,LL Road Tire,3
2014,4,"Sport-100 Helmet, Red",11
2013,7,AWC Logo Cap,6
2012,12,"Road-550-W Yellow, 38",1
2013,10,Road Tire Tube,6
2011,5,"Road-450 Red, 52",16
2014,3,"Mountain-200 Silver, 38",1
2013,11,"Touring-1000 Yellow, 54",1
2014,5,"Touring-2000 Blue, 46",1
2011,10,"Road-150 Red, 56",4
2013,7,"Mountain-200 Black, 42",1
2014,4,"Women's Mountain Shorts, L",1
2014,4,Water Bottle - 30 oz.,15
2013,9,Bike Wash - Dissolver,1
2013,9,HL Road Tire,3
2013,10,"Road-750 Black, 48",4
2013,11,Fender Set - Mountain,7
2014,5,"Touring-3000 Blue, 62",1
2012,7,"Road-650 Black, 58",2
2013,5,"Short-Sleeve Classic Jersey, S",30
2013,12,"LL Mountain Frame - Black, 44",20
2014,2,LL Road Tire,1
2013,10,"Sport-100 Helmet, Red",4
2013,9,"Mountain-200 Silver, 38",1
2013,12,"Road-750 Black, 44",2
2014,5,ML Mountain Tire,4
2014,3,Bike Wash - Dissolver,2
2013,6,"Mountain-200 Black, 38",1
2014,1,"Short-Sleeve Classic Jersey, L",27
2013,7,"Road-350-W Yellow, 48",24
2014,5,"Mountain-200 Silver, 42",2
2014,5,ML Road Tire,5
2013,8,Hitch Rack - 4-Bike,1
2013,9,HL Road Tire,4
2013,3,"Road-550-W Yellow, 40",28
2014,6,"Classic Vest, S",1
2014,4,"Mountain-500 Silver, 52",1
2013,10,HL Mountain Tire,6
2014,1,Mountain Bottle Cage,3
2013,12,"Road-750 Black, 58",1
2013,9,"Mountain-200 Black, 46",2
2013,10,"Mountain-500 Silver, 44",1
2012,9,"Men's Sports Shorts, M",32
2012,11,"Mountain-200 Silver, 38",1
2014,3,"Women's Mountain Shorts, S",1
2014,5,"Road-550-W Yellow, 38",1
2014,1,"Touring-3000 Yellow, 50",24
2013,12,"Mountain-400-W Silver, 38",1
2014,1,AWC Logo Cap,10
2014,3,"Mountain-200 Silver, 38",1
2014,6,"Classic Vest, M",2
2013,8,"Sport-100 Helmet, Black",3
2014,6,ML Mountain Tire,2
2013,6,ML Road Tire,1
2013,8,HL Road Tire,2
2014,4,"Touring-2000 Blue, 46",1
2013,10,"Road-750 Black, 48",1
2012,12,"Mountain-200 Silver, 42",1
2014,5,"Women's Mountain Shorts, L",3
2013,6,"Touring-1000 Blue, 54",1
2013,3,"Sport-100 Helmet, Blue",35
2013,11,"Long-Sleeve Logo Jersey, M",2
2013,9,Touring Tire,2
2013,3,"Road-650 Black, 48",1
2013,7,Mountain Bottle Cage,9
2013,7,Road Bottle Cage,8
2012,12,"Mountain-200 Black, 38",1
2014,4,"Sport-100 Helmet, Red",5
2014,6,"Long-Sleeve Logo Jersey, L",2
2014,4,Fender Set - Mountain,5
2012,7,"Road-250 Black, 48",1
2013,1,LL Mountain Handlebars,11
2013,11,"Racing Socks, L",1
2012,9,"Road-650 Black, 62",20
2014,5,"Mountain-200 Silver, 42",5
2012,6,"Road-250 Black, 48",25
2013,9,HL Mountain Tire,3
2014,5,"Road-750 Black, 44",1
2014,3,Bike Wash - Dissolver,3
2014,5,LL Bottom Bracket,25
2014,5,"Long-Sleeve Logo Jersey, XL",3
2013,12,"Mountain-200 Black, 42",1
2014,5,Water Bottle - 30 oz.,10
2013,8,"Racing Socks, M",1
2013,10,"Sport-100 Helmet, Red",6
2014,1,"Road-250 Black, 48",1
2012,7,"Women's Tights, S",38
2014,3,Patch Kit/8 Patches,7
2014,2,HL Road Tire,3
2013,4,"LL Road Frame - Red, 48",20
2012,12,"Road-250 Red, 48",1
2014,5,"Mountain-400-W Silver, 40",2
2012,5,"Mountain-100 Black, 42",1
2014,2,"Road-250 Black, 52",2
2014,2,"Touring-1000 Yellow, 46",2
2014,5,"Road-750 Black, 58",2
2012,10,"Road-650 Red, 62",26
2013,11,ML Road Tire,4
2013,11,"Touring-2000 Blue, 46",1
2013,12,"Mountain-400-W Silver, 38",1
2014,5,Fender Set - Mountain,3
2014,2,"Sport-100 Helmet, Black",5
2012,8,"Road-650 Black, 52",1
2011,8,"ML Road Frame - Red, 48",10
2013,9,"Sport-100 Helmet, Blue",6
2013,11,"Half-Finger Gloves, S",1
2014,5,"Short-Sleeve Classic Jersey, S",3
2011,8,"LL Road Frame - Red, 44",10
2014,3,Road Tire Tube,6
2014,5,LL Mountain Tire,1
2012,3,"Mountain-100 Black, 38",1
2014,5,"Touring-1000 Yellow, 54",1
2013,11,"Women's Mountain Shorts, L",1
2013,9,Patch Kit/8 Patches,9
2013,12,Mountain Tire Tube,16
2012,3,"Road-150 Red, 44",1
2012,5,"Road-550-W Yellow, 44",5
2013,12,"Road-250 Red, 58",1
2013,7,"Classic Vest, L",1
2012,11,"Mountain-200 Black, 38",3
2014,3,"Road-550-W Yellow, 40",1
2013,2,"Road-250 Red, 44",1
2013,9,"Half-Finger Gloves, M",2
2014,3,"Women's Mountain Shorts, M",33
2014,2,"Racing Socks, M",1
2013,9,Touring Tire Tube,3
2014,3,Touring Tire,6
2013,5,"Mountain-400-W Silver, 40",11
2013,6,"Mountain-200 Silver, 46",2
2012,7,"Road-250 Red, 48",1
2013,10,"Women's Mountain Shorts, M",1
2013,7,"HL Mountain Frame - Silver, 38",20
2014,4,"Road-750 Black, 48",3
2014,3,"Sport-100 Helmet, Blue",10
2014,1,AWC Logo Cap,7
2013,12,ML Mountain Tire,1
2013,10,"Touring-1000 Yellow, 50",1
2014,1,"Road-350-W Yellow, 42",1
2013,12,"Half-Finger Gloves, L",1
2014,6,Mountain Bottle Cage,2
2012,12,"Road-250 Red, 52",18
2012,5,"Half-Finger Gloves, S",13
2014,2,"Short-Sleeve Classic Jersey, XL",1
2013,12,"Long-Sleeve Logo Jersey, L",3
2014,2,Patch Kit/8 Patches,7
2013,12,"Touring-1000 Blue, 50",1
2012,7,"Mountain-200 Black, 42",1
2014,2,Hydration Pack - 70 oz.,3
2013,11,"Long-Sleeve Logo Jersey, XL",1
2011,10,"Road-650 Red, 44",24
2014,4,"Women's Mountain Shorts, S",3
2013,4,"Road-250 Red, 44",1
2013,12,"Road-350-W Yellow, 44",1
2013,11,"Women's Mountain Shorts, L",1
2013,12,"Road-550-W Yellow, 38",4
2014,4,"Racing Socks, L",2
2013,12,Mountain Tire Tube,10
2013,8,LL Road Tire,3
2013,4,"ML Road Frame-W - Yellow, 44",17
2014,3,"Half-Finger Gloves, M",3
2014,3,Touring Tire Tube,4
2014,5,"Mountain-400-W Silver, 40",1
2013,10,"Mountain-200 Silver, 38",1
2013,11,"Classic Vest, S",1
2013,8,Hitch Rack - 4-Bike,1
2014,1,"Mountain-500 Silver, 40",1
2013,11,"Touring-1000 Yellow, 54",1
2013,7,"Mountain-200 Silver, 46",2
2013,6,"Road-550-W Yellow, 44",2
2013,6,"Touring-1000 Blue, 54",1
2013,8,"Classic Vest, L",1
2014,3,Touring Tire,4
2014,4,Patch Kit/8 Patches,17
2014,3,"Sport-100 Helmet, Red",13
2013,9,"Mountain-200 Black, 46",2
2014,2,LL Road Tire,2
2011,11,"Road-150 Red, 52",1
2013,9,Road Tire Tube,11
2013,12,"Touring-2000 Blue, 54",1
2013,6,"Road-350-W Yellow, 44",1
2013,8,"Sport-100 Helmet, Blue",2
